Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,Quality_Score,HW_Competence_Score,HW_Check,Patient_Centeredness_Score,PC_Check,iss_score,iss_check,HTM-ANC,htm-anc-check,system_CHW_score,chw_check,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guideline_check,oxygen_score,oxygen_check,test-capac,test-capac_check,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_001410,Thekerani Rural Hospital,South West Zone,Thyolo,SECONDARY,OTHER (SPECIFY),Rural hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,19780,47.16666666666667,46.0,"[50.0, 50.0, 50.0, 40.0, 50.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",48.333333333333336,"[100, 50, 25, 100, 0, 100, 100, 0, 0, 50, 50, 25, 100, 0, 100, 0, 0, 0, 100, 100, 0, 100, 0, 0, 0, 100, 0, 100, 100, 0, 75, 0, 100, 0, 100, 0, 100, 100, 50, 50, 0, 100, 100, 0, 0]",66.66666666666667,"[0, 100, 100, nan]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",50.0,"[50.0, 50.0, 25.0, 75.0, 50.0]",84.51082251082252,66.66666666666667,50.0,100.0,80.0,94.9090909090909,100.0,100.0,20.0,"[100, 0, 0, 0, 0]",100.0,85.71428571428571,"[0, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",33.333333333333336,"[100, 0, 0, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0]",,999.0,999.0
MWI_000845,Mase Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,41410,59.12337662337663,53.24675324675325,"[54.54545454545455, 54.54545454545455, 54.54545454545455, 54.54545454545455, 54.54545454545455, 50.0, 50.0]",65.0,"[75, 100, 75, 100, 50, 100, 0, 100, 0, 50, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 75, 50, 100, 100, 100, 0, 100, 100, 50, 75, 50, 100, 0, 100, 0, 100, 75, 75, 75, 50, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0]",75.0,"[75.0, 100.0, 75.0, 50.0, 75.0]",54.16666666666667,50.0,0.0,,80.0,86.66666666666667,,,40.0,"[100, 100, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",18.181818181818183,"[100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0]",20.689655172413794,29.0,6.0
MWI_001191,Nkhamenya Rural Hospital,Central East Zone,Kasungu,SECONDARY,OTHER (SPECIFY),Community Hospital,MISSION/FAITH-BASED,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,64700,57.388888888888886,40.888888888888886,"[70.0, 70.0, 60.0, 70.0, 60.0, 0.0, 0.0, 0.0, 33.333333333333336, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",73.88888888888889,"[100, 100, 75, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 50, 100, 0, 100, 0, 100, 100, 75, 100, 50, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",75.0,"[100.0, 75.0, 75.0, 50.0, 75.0]",52.82238381390026,66.66666666666667,76.66666666666667,10.217391304347828,20.0,96.2059620596206,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",61.53846153846154,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 0, nan, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",20.0,105.0,21.0
MWI_000961,Mlale Mission Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER (SPECIFY),Community hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,24990,64.66666666666667,48.22222222222222,"[70.0, 70.0, 70.0, 60.0, 70.0, 0.0, 50.0, 33.333333333333336, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",81.11111111111111,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 50, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",25.0,"[25.0, 25.0, 25.0, 25.0, 25.0]",68.7007217205237,66.66666666666667,75.0,100.0,20.0,99.23838537699923,20.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 0, 0, 100]",29.166666666666668,144.0,42.0
MWI_000846,Masenjere Health Centre,South West Zone,Nsanje,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,22302,42.693693693693696,31.333333333333332,"[50.0, 40.0, 40.0, 40.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54.054054054054056,"[50, 100, 0, nan, 50, 0, 0, 100, 0, 75, 100, 50, nan, nan, 100, 100, 100, 0, 75, 100, 100, nan, 25, 100, 0, 100, 0, 75, 100, 50, nan, nan, 100, 0, 100, 0, 50, 75, 25, nan, nan, 0, 0, 100, 0]",75.0,"[100, 100, 0, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[75.0, 75.0, 50.0, 50.0, 50.0]",69.44444444444444,66.66666666666667,50.0,100.0,100.0,,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",45.45454545454545,"[0, 100, 100, 0, 100, 0, 0, 0, 100, 0, 100]",4.0,25.0,1.0
MWI_000855,Matapila Health Centre,Central West Zone,Lilongwe,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,36291,47.61363636363636,35.0,"[50.0, 50.0, 50.0, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0]",60.22727272727273,"[50, 50, 0, 100, 0, 100, 100, 100, 0, 100, 50, nan, 100, 0, 100, 100, 100, 0, 50, 50, 25, 100, 0, 100, 100, 100, 0, 50, 50, 25, 100, 0, 100, 100, 100, 0, 100, 50, 0, 100, 0, 100, 100, 100, 0]",75.0,"[100, 100, 0, 100]",60.0,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 33.333333333333336]",45.0,"[75.0, 50.0, 25.0, 25.0, 50.0]",68.92966360856269,60.0,100.0,90.0,20.0,93.57798165137613,50.0,,40.0,"[100, 100, 0, 0, 0]",16.666666666666664,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",,[nan],,44.0,999.0
MWI_000509,Kaluluma Rural Hospital,Central East Zone,Kasungu,SECONDARY,OTHER (SPECIFY),Rural hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,14953,60.33333333333333,50.666666666666664,"[40.0, 30.0, 70.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",70.0,"[100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 50, 50, 100, 25, 100, 100, 0, 0, 100, 100, 75, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 75, 50, 100, 50, 100, 100, 0, 0]",100.0,"[100, 100, 100, 100]",53.333333333333336,"[33.333333333333336, 33.333333333333336, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[50.0, 50.0, 75.0, 50.0, 75.0]",58.61952861952862,53.333333333333336,33.33333333333333,100.0,40.0,83.67003367003367,100.0,0.0,80.0,"[0, 100, 100, 100, 100]",66.66666666666666,100.0,"[100, 100, 100, 100, 100, 100, 100]",,"[nan, nan]",33.333333333333336,"[100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",30.76923076923077,13.0,4.0
MWI_001047,Mulibwanji Hospital,South East Zone,Mangochi,SECONDARY,OTHER (SPECIFY),Rural Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9779,60.888888888888886,50.666666666666664,"[40.0, 50.0, 40.0, 40.0, 40.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",71.11111111111111,"[100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",50.0,"[75.0, 75.0, 25.0, 25.0]",70.14669374858948,66.66666666666667,100.0,100.0,0.0,84.36018957345972,40.0,100.0,50.0,"[100, 100, 0, 0]",100.0,85.71428571428571,"[100, 100, 100, 100, 0, 100, 100]",,"[nan, nan]",59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",28.68217054263566,129.0,37.0
MWI_000803,Malamulo Mission Hospital,South West Zone,Thyolo,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,47000,83.22222222222223,82.0,"[70.0, 60.0, 70.0, 70.0, 60.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",84.44444444444444,"[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",70.0,"[50.0, 75.0, 75.0, 75.0, 75.0]",78.43401788837255,66.66666666666667,100.0,100.0,60.0,82.37145855194123,40.0,100.0,80.0,"[0, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",50.0,"[0, 100]",74.07407407407408,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",28.03347280334728,239.0,67.0
MWI_001019,Msese Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,10620,39.69318181818181,22.0,"[40.0, 40.0, 40.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0]",57.38636363636363,"[100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 50, 25, nan, 100, 100, 0, 100, 0, 100, 50, 50, 100, 100, 0, 0, 0, 0, 100, 50, 100, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0]",33.333333333333336,"[0, 100, 0, nan]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",58.333333333333336,"[50.0, 75.0, 50.0]",64.44444444444444,66.66666666666667,50.0,100.0,20.0,100.0,,50.0,33.333333333333336,"[0, 100, 0]",50.0,28.571428571428573,"[0, 100, 0, 0, 0, 100, 0]",,"[nan, nan]",45.45454545454545,"[100, 100, 0, 0, 100, 0, 100, 100, 0, 0, 0]",47.368421052631575,38.0,18.0
MWI_000636,Koche Community Hospital,South East Zone,Mangochi,SECONDARY,OTHER (SPECIFY),Community hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,53323,78.03030303030303,92.72727272727273,"[70.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",63.333333333333336,"[100, 75, 75, 100, 0, 100, 0, 100, 0, 50, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0, 100, 75, 0, 25, 0, 100, 100, 0, 0, 50, 100, 25, 100, 100, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,[66.66666666666667],60.0,"[25.0, 100.0, 25.0, 75.0, 75.0]",66.59564117532595,66.66666666666667,50.0,100.0,0.0,82.90718038528897,100.0,,40.0,"[0, 100, 0, 0, 100]",100.0,85.71428571428571,"[100, 100, 100, 100, 0, 100, 100]",100.0,"[100, 100]",66.66666666666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",52.71317829457365,129.0,68.0
MWI_000325,Daeyang Luke Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,46007,59.777777777777786,37.333333333333336,"[60.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",82.22222222222223,"[100, 75, 50, 100, 100, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",35.0,"[50.0, 25.0, 25.0, 50.0, 25.0]",61.249506415350865,66.66666666666667,100.0,43.57142857142857,40.0,78.50844966936077,0.0,100.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",100.0,"[100, 100]",69.23076923076923,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, nan]",20.0,225.0,45.0
MWI_000299,Chiwamba Health Centre,Central West Zone,Lilongwe,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,59389,46.92161929371231,35.7037037037037,"[55.55555555555556, 60.0, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",58.13953488372093,"[25, 100, 0, nan, nan, 100, 0, 100, 0, 100, 50, 0, 100, 0, 100, 100, 100, 0, 50, 50, 25, 100, 0, 100, 100, 100, 0, 100, 50, 0, 100, 0, 100, 100, 100, 0, 50, 50, 50, 100, 0, 100, 100, 100, 0]",50.0,"[0, 100, 100, 0]",63.333333333333336,"[50.0, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",75.0,"[75.0, 75.0, 75.0, 75.0, 75.0]",90.99120456263313,63.333333333333336,75.0,100.0,100.0,98.6050986050986,100.0,100.0,100.0,"[100, 100, 100, 100, 100]",66.66666666666666,71.42857142857143,"[100, 100, 100, 0, 100, 0, 100]",50.0,"[0, 100]",18.51851851851852,"[0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",50.0,8.0,4.0
MWI_000776,Magaleta Health Centre,South West Zone,Neno,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,7547,52.07431457431457,40.25974025974026,"[72.72727272727273, 54.54545454545455, 54.54545454545455, 54.54545454545455, 45.45454545454545, 0.0, 0.0]",63.888888888888886,"[100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 100, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 0, 0, 100, 0]",75.0,"[100, 100, 0, 100]",50.0,"[50.0, 50.0, 50.0, 50.0, 50.0]",85.0,"[100.0, 75.0, 100.0, 75.0, 75.0]",52.5,50.0,0.0,,60.0,100.0,,,60.0,"[100, 0, 100, 100, 0]",83.33333333333334,100.0,"[100, 100, 100, 100, 100, 100, 100]",50.0,"[0, 100]",22.22222222222222,"[0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 100, 0, 0, 0, 100, 0, 0, 0]",16.666666666666664,42.0,7.0
MWI_000314,Chulu Health Centre,Central East Zone,Kasungu,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,40561,46.039944903581265,30.41322314049587,"[50.0, 50.0, 54.54545454545455, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]",61.666666666666664,"[25, 25, 25, 75, 25, 100, 100, 0, 0, 50, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 25, 100, 75, 100, 100, 100, 0, 50, 50, 25, 75, 25, 100, 100, 0, 0, 100, 100, 75, 100, 25, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",58.333333333333336,"[66.66666666666667, 66.66666666666667, 25.0, 66.66666666666667, 66.66666666666667]",50.0,"[75.0, 50.0, 25.0, 50.0]",63.76986326681448,58.333333333333336,100.0,96.36363636363637,0.0,91.6920731707317,100.0,0.0,50.0,"[100, 100, 0, 0]",83.33333333333334,85.71428571428571,"[100, 100, 100, 100, 0, 100, 100]",,"[nan, nan]",11.11111111111111,"[0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0]",,999.0,999.0
MWI_001160,Neno District Hospital,South West Zone,Neno,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,19157,65.55555555555556,73.33333333333333,"[80.0, 80.0, 50.0, 80.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0]",57.77777777777778,"[100, 100, 50, 100, 0, 0, 0, 100, 0, 100, 100, 0, 100, 50, 0, 0, 100, 0, 100, 100, 25, 100, 25, 100, 0, 100, 0, 100, 100, 25, 100, 25, 100, 0, 100, 0, 100, 100, 25, 100, 75, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",60.0,"[75.0, 75.0, 50.0, 50.0, 50.0]",70.12981859410431,66.66666666666667,71.42857142857143,80.75,0.0,92.06349206349206,100.0,80.0,100.0,"[100, 100, 100, 100, 100]",100.0,57.142857142857146,"[0, 100, 100, 100, 0, 100, 0]",50.0,"[0, 100]",74.07407407407408,"[100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 0]",,999.0,999.0
MWI_001203,Nkhulambe,South East Zone,Phalombe,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,26780,53.598901098901095,51.42857142857143,"[50.0, 60.0, 50.0, 50.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",55.76923076923077,"[50, 100, 100, nan, nan, 0, 0, 100, 0, 75, 50, 75, nan, nan, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 75, 50, 75, nan, 25, 0, 0, 100, 0, 100, 75, 75, nan, 50, 0, 0, 100, 0]",75.0,"[100, 100, 0, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",70.0,"[50.0, 75.0, 75.0, 75.0, 75.0]",62.91666666666667,66.66666666666667,,,60.0,,25.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,71.42857142857143,"[100, 100, 100, 100, 100, 0, 0]",,"[nan, nan]",63.63636363636363,"[100, 100, 100, 0, 100, 0, 100, 0, 100, 0, 100]",,999.0,999.0
MWI_000453,Holy Family Mission,South East Zone,Phalombe,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,41755,75.01010101010101,73.35353535353535,"[60.0, 70.0, 70.0, 70.0, 63.63636363636363, 50.0, 50.0, 66.66666666666667, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",76.66666666666667,"[100, 100, 50, 100, 50, 0, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, 0, 50, 100, 100, 100, 50, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",56.66666666666667,"[33.333333333333336, 66.66666666666667, 66.66666666666667, 66.66666666666667, 50.0]",75.0,"[75.0, 75.0, 75.0, 75.0, 75.0]",58.12439683458792,56.66666666666667,100.0,17.5,40.0,92.70411117544876,0.0,100.0,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",50.0,"[0, 100]",51.851851851851855,"[100, 0, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",10.222222222222223,225.0,23.0
MWI_000113,Bua Health Centre,Central East Zone,Kasungu,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,54716,48.81481481481481,34.666666666666664,"[50.0, 60.0, 50.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",62.96296296296296,"[100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 50, 50, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0]",75.0,"[0, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",56.25,"[75.0, 75.0, 25.0, 50.0]",53.66421066994133,66.66666666666667,100.0,15.0,0.0,93.98280802292264,100.0,0.0,50.0,"[100, 100, 0, 0]",100.0,42.857142857142854,"[0, 100, 0, 100, 0, 100, 0]",,"[nan, nan]",50.0,"[100, 100, 0, 0, 100, nan, 0, 100, 100, 0, 0]",15.789473684210526,57.0,9.0
MWI_000479,Kabudula Rural Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER (SPECIFY),Community hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,56683,67.22222222222223,70.0,"[50.0, 70.0, 70.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",64.44444444444444,"[100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 100, 0, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 0, 0, 75, 100, 50, 50, 100, 100, 100, 100, 0, 75, 100, 100, 0, 100, 100, 0, 100, 0]",100.0,"[100, 100, 100, 100]",60.0,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 33.333333333333336]",35.0,"[25.0, 25.0, 50.0, 50.0, 25.0]",71.11535807187981,60.0,100.0,100.0,60.0,97.80750650315868,0.0,80.0,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,"[100, 100, 100, 100, 100, 100, 100]",0.0,"[0, 0]",58.333333333333336,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, nan, 0, 0, 100, 100, 0, 100, 100, 0, 0, nan, 100, 100, 100, nan]",,999.0,999.0
MWI_001360,St. Annes Hospital,Central East Zone,Nkhotakota,SECONDARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,42436,58.35470085470085,36.15384615384615,"[60.0, 50.0, 70.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0]",80.55555555555556,"[100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,"[100, 100, 100, 100]",66.66666666666667,"[66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667, 66.66666666666667]",62.5,"[75.0, 50.0, 25.0, 100.0]",66.52750828684614,66.66666666666667,25.0,6.25,80.0,87.77589134125637,100.0,100.0,75.0,"[100, 100, 0, 100]",66.66666666666666,85.71428571428571,"[100, 100, 100, 100, 100, 0, 100]",50.0,"[0, 100]",59.25925925925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",47.55555555555556,225.0,107.0
