Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,iss_score,iss_check,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_show,chw_iss,chw_contract,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_score,DPT_score,TB_treatment_completion,ART_retention,CHW_paid,CHW_scores,CLM_score,guideline_score,guide_HIV,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,oxygen_score,oxygen_avl,oxygen_avo,test-capac,test-capac_check,with lab,without lab,vacancy_score,all_funded_posts,all_unfilled_posts
MWI_000845,Mase Health Centre,South East Zone,Mangochi,PRIMARY,HEALTH CENTRE,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,OUTPATIENT ONLY,PRIMARY,41410,100,100,100,100,100,60.23448773,53.24675325,"[54.54545454545455, 54.54545454545455, 54.54545454545455, 54.54545454545455, 54.54545454545455, 50.0, 50.0]",54.54545455,50,,67.22222222,"[66.66666666666667, 58.333333333333336, 72.22222222222223, 75.0, 63.888888888888886]","[75, 100, 75, 100, 50, 100, 0, 100, 0, 50, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 75, 50, 100, 100, 100, 0, 100, 100, 50, 75, 50, 100, 0, 100, 100, 100, 75, 75, 75, 50, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,50,100,0,100,0,65,"[50.0, 100.0, 75.0, 25.0, 75.0]",60,100,40,60,54.16666667,50,0,,80,86.66666667,,,40,"[100, 100, 0, 0, 0]",100,100,100,100,100,100,100,100,,,,18.18181818,"[100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0]",,18.18181818,20.68965517,29,6
MWI_001191,Nkhamenya Rural Hospital,Central East Zone,Kasungu,SECONDARY,OTHER (SPECIFY),Community Hospital,MISSION/FAITH-BASED,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,64700,100,100,100,100,100,60.54861111,40.88888889,"[70.0, 70.0, 60.0, 70.0, 60.0, 0.0, 0.0, 0.0, 33.333333333333336, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",66,6.666666667,50,80.20833333,"[63.888888888888886, 87.5, 96.875, 83.33333333333333, 69.44444444444444]","[100, 100, 75, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 100, 100, nan, 100, 100, 100, 100, 75, 100, 100, 100, nan, 100, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 75, 100, 50, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,35,"[50.0, 50.0, 25.0, 25.0, 25.0]",0,20,100,20,52.82238381,66.66666667,76.66666667,10.2173913,20,96.20596206,0,100,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,100,100,100,59.25925926,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 0, 0, 0, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",59.25925926,,20,105,21
MWI_000961,Mlale Mission Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER (SPECIFY),Community hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,24990,100,100,100,100,100,65.77777778,48.22222222,"[70.0, 70.0, 70.0, 60.0, 70.0, 0.0, 50.0, 33.333333333333336, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",68,26.66666667,50,83.33333333,"[88.88888888888889, 100.0, 77.77777777777777, 61.111111111111114, 88.88888888888889]","[100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 50, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,5,"[25.0, 0.0, 0.0, 0.0, 0.0]",20,0,0,0,68.70072172,66.66666667,75,100,20,99.23838538,20,100,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,100,100,100,100,66.66666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 0, 0, 100]",66.66666667,,29.16666667,144,42
MWI_000846,Masenjere Health Centre,South West Zone,Nsanje,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,22302,100,100,100,100,100,46.91666667,31.33333333,"[50.0, 40.0, 40.0, 40.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",44,0,50,62.5,"[37.5, 75.0, 75.0, 75.0, 50.0]","[50, 100, 0, nan, 50, 0, 0, 100, 0, 75, 100, 50, nan, nan, 100, 100, 100, 0, 75, 100, 100, nan, 25, 100, 0, 100, 100, 75, 100, 50, nan, nan, 100, 0, 100, 100, 50, 75, 25, nan, nan, 0, 0, 100, 100]",100,"[100, 100, nan, 100]",100,100,,100,66.66666667,100,,100,0,45,"[25.0, 50.0, 50.0, 50.0, 50.0]",80,0,100,0,69.44444444,66.66666667,50,100,100,,0,100,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,,,,45.45454545,"[0, 100, 100, 0, 100, 0, 0, 0, 100, 0, 100]",,45.45454545,4,25,1
MWI_000509,Kaluluma Rural Hospital,Central East Zone,Kasungu,SECONDARY,OTHER (SPECIFY),Rural hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,14953,100,100,100,100,100,60.33333333,50.66666667,"[40.0, 30.0, 70.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 100.0]",52,0,100,70,"[75.0, 58.333333333333336, 75.0, 77.77777777777777, 63.888888888888886]","[100, 100, 50, 100, 25, 100, 100, 100, 0, 100, 50, 50, 100, 25, 100, 100, 0, 0, 100, 100, 75, 100, 0, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 75, 50, 100, 50, 100, 100, 0, 0]",100,"[100, 100, 100, 100]",100,100,100,100,53.33333333,80,,80,0,30,"[0.0, 50.0, 25.0, 25.0, 50.0]",20,0,80,20,58.61952862,53.33333333,33.33333333,100,40,83.67003367,100,0,80,"[0, 100, 100, 100, 100]",66.66666667,100,100,100,100,100,100,100,,,,33.33333333,"[100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",33.33333333,,30.76923077,13,4
MWI_001047,Mulibwanji Hospital,South East Zone,Mangochi,SECONDARY,OTHER (SPECIFY),Rural Hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,PRIMARY,9779,100,100,100,100,100,62.69444444,50.66666667,"[40.0, 50.0, 40.0, 40.0, 40.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",42,60,50,74.72222222,"[87.5, 75.0, 77.77777777777777, 77.77777777777777, 55.55555555555556]","[100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 100, 100, 100, 0, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,31.25,"[75.0, 50.0, 0.0, 0.0]",25,0,50,50,70.14669375,66.66666667,100,100,0,84.36018957,40,100,50,"[100, 100, 0, 0]",100,85.71428571,100,100,100,0,100,100,,,,59.25925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",59.25925926,,28.68217054,129,37
MWI_000803,Malamulo Mission Hospital,South West Zone,Thyolo,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,47000,100,100,100,100,100,87.66666667,82,"[70.0, 60.0, 70.0, 70.0, 60.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",66,80,100,93.33333333,"[100.0, 100.0, 66.66666666666667, 100.0, 100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,40,"[25.0, 50.0, 25.0, 50.0, 50.0]",0,40,80,40,78.43401789,66.66666667,100,100,60,82.37145855,40,100,80,"[0, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,50,0,100,74.07407407,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",74.07407407,,28.0334728,239,67
MWI_001019,Msese Health Centre,North Zone,Mzimba,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,10620,100,100,100,100,100,39.71527778,22,"[40.0, 40.0, 40.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0]",44,0,,57.43055556,"[55.55555555555556, 59.375, 44.44444444444444, 50.0, 77.77777777777777]","[100, 100, 100, 100, 0, 0, 0, 100, 0, 100, 50, 25, nan, 100, 100, 0, 100, 0, 100, 50, 50, 100, 100, 0, 0, 0, 0, 100, 50, 100, 100, 0, 0, 0, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 0]",25,"[0, 100, 0, 0]",0,100,0,0,66.66666667,100,,100,0,25,"[25.0, 50.0, 0.0]",33.33333333,33.33333333,33.33333333,0,64.44444444,66.66666667,50,100,20,100,,50,33.33333333,"[0, 100, 0]",50,28.57142857,100,0,0,0,100,0,,,,45.45454545,"[100, 100, 0, 0, 100, 0, 100, 100, 0, 0, 0]",,45.45454545,47.36842105,38,18
MWI_000636,Koche Community Hospital,South East Zone,Mangochi,SECONDARY,OTHER (SPECIFY),Community hospital,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,53323,100,100,100,100,100,78.03030303,92.72727273,"[70.0, 100.0, 100.0, 100.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",70,90,100,63.33333333,"[61.111111111111114, 77.77777777777777, 69.44444444444444, 44.44444444444444, 63.888888888888886]","[100, 75, 75, 100, 0, 100, 0, 100, 0, 50, 100, 50, 100, 100, 100, 100, 100, 0, 100, 100, 25, 100, 0, 100, 100, 100, 0, 100, 75, 0, 25, 0, 100, 100, 0, 0, 50, 100, 25, 100, 100, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,35,"[0.0, 75.0, 0.0, 50.0, 50.0]",0,40,40,60,66.59564118,66.66666667,50,100,0,82.90718039,100,,40,"[0, 100, 0, 0, 100]",100,85.71428571,100,100,100,0,100,100,100,100,100,66.66666667,"[100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",66.66666667,,52.71317829,129,68
MWI_000325,Daeyang Luke Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,RURAL,BOTH OUT AND INPATIENT,SECONDARY,46007,100,100,100,100,100,59.77777778,37.33333333,"[60.0, 70.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",62,0,50,82.22222222,"[80.55555555555556, 80.55555555555556, 72.22222222222223, 88.88888888888889, 88.88888888888889]","[100, 75, 50, 100, 100, 100, 100, 100, 0, 100, 100, 75, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,15,"[50.0, 0.0, 0.0, 25.0, 0.0]",20,0,0,40,61.24950642,66.66666667,100,43.57142857,40,78.50844967,0,100,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,100,100,100,100,66.66666667,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0]",66.66666667,,20,225,45
MWI_000299,Chiwamba Health Centre,Central West Zone,Lilongwe,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,59389,100,100,100,100,100,48.08994709,35.7037037,"[55.55555555555556, 60.0, 60.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",57.11111111,0,50,60.47619048,"[60.714285714285715, 61.111111111111114, 58.333333333333336, 61.111111111111114, 61.111111111111114]","[25, 100, 0, nan, nan, 100, 0, 100, 100, 100, 50, 0, 100, 0, 100, 100, 100, 0, 50, 50, 25, 100, 0, 100, 100, 100, 0, 100, 50, 0, 100, 0, 100, 100, 100, 0, 50, 50, 50, 100, 0, 100, 100, 100, 0]",75,"[0, 100, 100, 100]",0,100,100,100,63.33333333,100,,100,0,50,"[50.0, 50.0, 50.0, 50.0, 50.0]",0,0,100,100,90.99120456,63.33333333,75,100,100,98.60509861,100,100,100,"[100, 100, 100, 100, 100]",66.66666667,71.42857143,100,100,0,100,0,100,50,0,100,18.51851852,"[0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0]",18.51851852,,50,8,4
MWI_000776,Magaleta Health Centre,South West Zone,Neno,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,7547,100,100,100,100,100,53.18542569,40.25974026,"[72.72727272727273, 54.54545454545455, 54.54545454545455, 54.54545454545455, 45.45454545454545, 0.0, 0.0]",56.36363636,0,,66.11111111,"[63.888888888888886, 86.11111111111111, 63.888888888888886, 63.888888888888886, 52.77777777777778]","[100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 100, 100, 100, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 100, 0, 100, 0, 100, 75, 50, 100, 50, 0, 0, 100, 0]",75,"[100, 100, 0, 100]",100,100,0,100,50,100,0,100,0,75,"[100.0, 50.0, 75.0, 75.0, 75.0]",60,100,60,80,52.5,50,0,,60,100,,,60,"[100, 0, 100, 100, 0]",83.33333333,100,100,100,100,100,100,100,50,0,100,22.22222222,"[0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 100, 0, 0, 0, 100, 0, 0, 0]",22.22222222,,16.66666667,42,7
MWI_000314,Chulu Health Centre,Central East Zone,Kasungu,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,40561,100,100,100,100,100,46.0399449,30.41322314,"[50.0, 50.0, 54.54545454545455, 40.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]",46.90909091,0,100,61.66666667,"[41.666666666666664, 69.44444444444444, 72.22222222222223, 47.22222222222222, 77.77777777777777]","[25, 25, 25, 75, 25, 100, 100, 0, 0, 50, 75, 50, 100, 50, 100, 100, 100, 0, 75, 75, 25, 100, 75, 100, 100, 100, 0, 50, 50, 25, 75, 25, 100, 100, 0, 0, 100, 100, 75, 100, 25, 100, 100, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,58.33333333,75,50,100,0,25,"[25.0, 50.0, 0.0, 25.0]",25,0,50,25,63.76986327,58.33333333,100,96.36363636,0,91.69207317,100,0,50,"[100, 100, 0, 0]",83.33333333,85.71428571,100,100,100,0,100,100,,,,11.11111111,"[0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0]",11.11111111,,,999,999
MWI_001160,Neno District Hospital,South West Zone,Neno,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,19157,100,100,100,100,100,67.01388889,73.33333333,"[80.0, 80.0, 50.0, 80.0, 60.0, 100.0, 100.0, 100.0, 100.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0]",70,100,50,60.69444444,"[56.25, 50.0, 61.111111111111114, 61.111111111111114, 75.0]","[100, 100, 50, 100, 0, 0, 0, 100, nan, 100, 100, 0, 100, 50, 0, 0, 100, 0, 100, 100, 25, 100, 25, 100, 0, 100, 0, 100, 100, 25, 100, 25, 100, 0, 100, 0, 100, 100, 25, 100, 75, 100, 0, 100, nan]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,45,"[75.0, 50.0, 25.0, 50.0, 25.0]",40,0,100,40,70.12981859,66.66666667,71.42857143,80.75,0,92.06349206,100,80,100,"[100, 100, 100, 100, 100]",100,57.14285714,100,100,100,0,100,0,50,0,100,74.07407407,"[100, 100, 100, 0, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 0]",74.07407407,,,999,999
MWI_001203,Nkhulambe,South East Zone,Phalombe,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,26780,100,100,100,100,100,55.94742063,51.42857143,"[50.0, 60.0, 50.0, 50.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54,50,50,60.46626984,"[50.0, 71.42857142857143, 77.77777777777777, 40.625, 62.5]","[50, 100, 100, nan, nan, 0, 0, 100, 0, 75, 50, 75, nan, nan, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0, 75, 50, 75, nan, 25, 0, 0, 100, 0, 100, 75, 75, nan, 50, 0, 0, 100, 100]",100,"[100, 100, nan, 100]",100,100,,100,66.66666667,100,,100,0,25,"[25.0, 25.0, 25.0, 25.0, 25.0]",0,0,100,0,62.91666667,66.66666667,,,60,,25,100,100,"[100, 100, 100, 100, 100]",100,71.42857143,100,100,100,100,0,0,,,,63.63636364,"[100, 100, 100, 0, 100, 0, 100, 0, 100, 0, 100]",,63.63636364,,999,999
MWI_000453,Holy Family Mission,South East Zone,Phalombe,SECONDARY,OTHER GENERAL HOSPITAL,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,41755,100,100,100,100,100,80.56565657,73.35353535,"[60.0, 70.0, 70.0, 70.0, 63.63636363636363, 50.0, 50.0, 66.66666666666667, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",66.72727273,53.33333333,100,87.77777778,"[66.66666666666667, 94.44444444444444, 100.0, 88.88888888888889, 88.88888888888889]","[100, 100, 50, 100, 50, 0, 0, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 50, 100, 100, 100, 50, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,56.66666667,80,100,80,0,55,"[25.0, 75.0, 50.0, 50.0, 75.0]",40,80,100,0,58.12439683,56.66666667,100,17.5,40,92.70411118,0,100,100,"[100, 100, 100, 100, 100]",100,100,100,100,100,100,100,100,50,0,100,51.85185185,"[100, 0, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",51.85185185,,10.22222222,225,23
MWI_000113,Bua Health Centre,Central East Zone,Kasungu,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,PRIMARY,54716,100,100,100,100,100,52.51851852,34.66666667,"[50.0, 60.0, 50.0, 60.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0, 50.0, 50.0]",54,0,50,70.37037037,"[66.66666666666667, 55.55555555555556, 88.88888888888889]","[100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 50, 50, 100, 0, 100, 0, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 100]",75,"[0, 100, 100, 100]",0,100,100,100,66.66666667,100,,100,0,12.5,"[25.0, 25.0, 0.0, 0.0]",0,0,50,0,53.66421067,66.66666667,100,15,0,93.98280802,100,0,50,"[100, 100, 0, 0]",100,42.85714286,100,0,100,0,100,0,,,,45.45454545,"[100, 100, 0, 0, 100, 0, 0, 100, 100, 0, 0]",,45.45454545,15.78947368,57,9
MWI_000479,Kabudula Rural Hospital,Central West Zone,Lilongwe,SECONDARY,OTHER (SPECIFY),Community hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,56683,100,100,100,100,100,67.22222222,70,"[50.0, 70.0, 70.0, 60.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 100.0, 100.0]",60,50,100,64.44444444,"[55.55555555555556, 55.55555555555556, 72.22222222222223, 75.0, 63.888888888888886]","[100, 100, 0, 100, 0, 100, 0, 100, 0, 100, 100, 0, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 50, 100, 100, 0, 0, 75, 100, 50, 50, 100, 100, 100, 100, 0, 75, 100, 100, 0, 100, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,80,,100,0,30,"[0.0, 25.0, 50.0, 50.0, 25.0]",80,0,0,40,71.11535807,60,100,100,60,97.8075065,0,80,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,100,0,0,0,51.85185185,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0]",51.85185185,,,999,999
MWI_001360,St. Annes Hospital,Central East Zone,Nkhotakota,SECONDARY,COMPREHENSIVE HEALTH CENTRE/ POLY CLINIC,,CHRISTIAN HEALTH ASSOCIATION OF MALAWI (CHAM),,URBAN,BOTH OUT AND INPATIENT,SECONDARY,42436,100,100,100,100,100,63.91025641,36.15384615,"[60.0, 50.0, 70.0, 70.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 50.0, 50.0]",64,0,50,91.66666667,"[86.11111111111111, 88.88888888888889, 100.0]","[100, 100, 100, 100, 75, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,37.5,"[50.0, 50.0, 0.0, 50.0]",25,0,75,50,66.52750829,66.66666667,25,6.25,80,87.77589134,100,100,75,"[100, 100, 0, 100]",66.66666667,85.71428571,100,100,100,100,0,100,50,0,100,59.25925926,"[100, 100, 100, 0, 100, 100, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0]",59.25925926,,47.55555556,225,107
MWI_000700,Lisungwi Community Hospital,South West Zone,Neno,SECONDARY,OTHER (SPECIFY),Community Hospital,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,14540,100,100,100,100,100,70.77777778,69.33333333,"[60.0, 70.0, 70.0, 70.0, 70.0, 50.0, 100.0, 100.0, 100.0, 100.0, 50.0, 50.0, 50.0, 50.0, 50.0]",68,90,50,72.22222222,"[65.625, 75.0, 71.875, 87.5, 61.111111111111114]","[100, 100, 100, 100, 25, 0, 0, 100, nan, 100, 100, 75, 100, 25, 100, 0, 100, nan, 100, 100, 75, 100, 0, 100, 0, 100, nan, 100, 100, 100, 100, 100, 100, 0, 100, nan, 100, 100, 25, 100, 25, 100, 0, 100, 0]",100,"[100, 100, 100, 100]",100,100,100,100,60,100,100,80,0,45,"[50.0, 50.0, 50.0, 50.0, 25.0]",20,0,100,60,70.18838305,60,38.46153846,100,20,92.85714286,80,100,100,"[100, 100, 100, 100, 100]",100,57.14285714,100,100,0,0,100,0,,,,51.85185185,"[100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 0, 100, 100, 0, 100]",51.85185185,,,999,999
MWI_001081,Mwanza District Hospital,South West Zone,Mwanza,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,86318,100,100,100,100,100,56.33333333,42.66666667,"[50.0, 60.0, 60.0, 60.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 50.0, 50.0, 50.0, 100.0]",58,0,70,70,"[69.44444444444444, 61.111111111111114, 75.0, 66.66666666666667, 77.77777777777777]","[75, 75, 50, 75, 50, 100, 0, 100, 100, 100, 75, 50, 75, 50, 100, 0, 100, 0, 75, 100, 50, 100, 50, 100, 0, 100, 100, 100, 100, 50, 100, 50, 100, 0, 100, 0, 100, 100, 50, 100, 50, 100, 0, 100, 100]",100,"[100, 100, 100, 100]",100,100,100,100,66.66666667,100,,100,0,40,"[25.0, 50.0, 50.0, 25.0, 50.0]",20,100,0,40,54.99496148,66.66666667,83.07692308,29.81481481,60,90.41136431,0,,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,100,100,100,100,66.66666667,"[100, 100, 100, 0, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 0, 100, 100, 0, 100, 100, 0, 0, 100, 100, 100, 0, 0]",66.66666667,,,999,999
MWI_000794,Makungwa,South West Zone,Thyolo,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,19978,100,100,100,100,100,49.42559524,47.33333333,"[60.0, 50.0, 50.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 100.0, 100.0, 50.0]",52,0,90,51.51785714,"[53.57142857142857, 62.5, 34.375, 57.142857142857146, 50.0]","[75, 100, 100, nan, nan, 0, 0, 100, 0, 100, 100, 0, 100, nan, 0, 100, 100, 0, 25, 50, 50, 50, nan, 0, 0, 100, 0, 75, 75, 50, nan, nan, 100, 0, 100, 0, 25, 75, 100, 100, nan, 0, 0, 100, 0]",100,"[100, 100, nan, 100]",100,100,,100,66.66666667,100,,100,0,35,"[25.0, 50.0, 25.0, 50.0, 25.0]",40,0,100,0,72.75132275,66.66666667,50,100,60,92.59259259,40,100,100,"[100, 100, 100, 100, 100]",100,85.71428571,100,100,100,100,100,0,,,,54.54545455,"[100, 100, 100, 0, 100, 0, 100, 0, 100, 0, 0]",,54.54545455,5.714285714,35,2
