Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM-ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
TZA_009093,KASANGA,Iringa Region,Mufindi District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9,100,100,100,100,100,75.0,66.66666666666667,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,0.0,100.0,83.33333333333333,"[np.float64(83.33333333333333), np.float64(88.88888888888889), np.float64(77.77777777777777), np.float64(nan), np.float64(nan)]","[100, 100, 50, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,83.33333333333333,100.0,33.333333333333336,100.0,33.333333333333336,100.0,100.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,50.0,1,[np.float64(50.0)],100.0,0.0,100.0,100.0,0.0,83.20774463631606,100.0,100.0,4.285714285714286,80.0,98.16849816849816,100.0,100.0,1,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.25925925925926,100.0,0.0,0.0,59.25925925925926,,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,,58.666666666666664,75.0,44.0,10.0,1.0,20.0,8.0,4.0,1.0,1.0,0.0,8.0,8.0
TZA_003442,KOMSANGA,Tanga Region,Handeni District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,6477,100,0,100,100,100,87.5,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,75.0,"[np.float64(75.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,0.0,,[],,,,,,100.0,100.0,100.0,100.0,100.0,,0,[],,,,,,50.83333333333333,100.0,33.33333333333333,70.0,0.0,,,,0,,[],100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,60.0,5.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
TZA_008682,ZENETI,Tanga Region,Muheza District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,1691,100,0,100,100,100,87.5,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,75.0,"[np.float64(75.0), np.float64(75.0), np.float64(75.0), np.float64(nan), np.float64(nan)]","[75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",75.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,82.95945945945945,100.0,100.0,17.5,100.0,97.2972972972973,,,1,0.0,[0],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,,100.0,100.0,0.0,100.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,77.77777777777779,9.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0
TZA_010206,HAYDOM,Manyara Region,Mbulu District,SECONDARY,DISTRICT HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,2000000,100,100,100,100,100,89.65277777777777,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,79.30555555555556,"[np.float64(84.375), np.float64(75.0), np.float64(77.77777777777777), np.float64(75.0), np.float64(84.375)]","[75, 75, 75, 75, 75, 100, 100, 100, nan, 75, 75, 75, 75, 75, 100, 100, 100, 0, 100, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, 0, 75, 75, 75, 75, 75, 100, 100, 100, nan]",80.0,75.0,75.0,75.0,75.0,100.0,100.0,100.0,0.0,0.0,[],0.0,,,,,100.0,,100.0,100.0,100.0,25.0,2,"[np.float64(25.0), np.float64(25.0)]",100.0,0.0,0.0,0.0,0.0,78.62044059227158,100.0,,,0.0,93.10220296135789,100.0,100.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,0.0,0.0,66.66666666666667,,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,,11.85031185031185,481.0,57.0,30.0,20.0,141.0,27.0,6.0,1.0,3.0,0.0,0.0,0.0
TZA_010231,Dodoma,Dodoma Region,Dodoma District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,3000000,100,100,100,0,0,59.375,33.333333333333336,"[np.float64(50.0), np.float64(0.0), np.float64(0.0), np.float64(50.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",,20.0,50.0,85.41666666666667,"[np.float64(69.44444444444444), np.float64(97.22222222222223), np.float64(97.22222222222223), np.float64(77.77777777777777), np.float64(nan)]","[75, 100, 75, 75, 100, 100, 0, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",93.75,100.0,87.5,93.75,93.75,100.0,50.0,100.0,50.0,100.0,"[100, 100, 100, nan]",100.0,100.0,100.0,100.0,,,,,,,25.0,1,[np.float64(25.0)],100.0,0.0,0.0,0.0,0.0,70.0,,,,,,100.0,40.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.48148148148148,100.0,0.0,0.0,81.48148148148148,,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,,23.641703377386197,681.0,161.0,5.0,2.0,174.0,39.0,10.0,0.0,9.0,0.0,999.0,999.0
TZA_010216,ST. GASPAR,Singida Region,Manyoni District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,495016,100,100,100,0,100,79.44444444444444,80.0,"[np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,60.0,100.0,78.88888888888889,"[np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(86.11111111111111), np.float64(77.77777777777777), np.float64(66.66666666666667)]","[100, 100, 100, 100, 25, 100, 0, 100, 100, 100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 75, 100, 100, 100, 100, 100, 0, 100, 100, 75, 100, 25, 100, 100, 100, 0, 100, 100, 75, 100, 25, 100, 0, 100, 0]",100.0,100.0,80.0,100.0,50.0,100.0,60.0,100.0,20.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,,,,,,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,74.95205157831492,,98.21428571428571,3.2363636363636363,,73.30960854092527,100.0,100.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.18518518518519,100.0,0.0,0.0,85.18518518518519,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,,38.24786324786324,468.0,179.0,71.0,48.0,199.0,116.0,9.0,0.0,6.0,0.0,5.0,0.0
TZA_009012,INYONGA,Katavi Region,Mlele District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,6461,100,0,100,100,100,67.41666666666666,64.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(90.0), np.float64(0.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",98.0,30.0,,70.83333333333333,"[np.float64(77.77777777777777), np.float64(63.888888888888886), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 75, 100, 25, 100, 0, 100, 100, 100, 100, 75, 100, 0, 100, 0, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100.0,100.0,75.0,100.0,12.5,100.0,0.0,100.0,50.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,0.0,2,"[np.float64(0.0), np.float64(0.0)]",0.0,0.0,100.0,0.0,0.0,64.87351190476191,100.0,100.0,1.4285714285714284,0.0,87.8125,,100.0,2,0.0,"[0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,25.925925925925927,100.0,0.0,0.0,25.925925925925927,,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,60.71428571428571,28.0,17.0,10.0,7.0,12.0,9.0,2.0,1.0,1.0,0.0,3.0,0.0
TZA_010212,NDANDA,Mtwara Region,Masasi District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,4677769,100,100,100,100,100,94.51178451178453,97.91245791245792,"[np.float64(90.9090909090909), np.float64(100.0), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",93.73737373737374,100.0,100.0,91.11111111111111,"[np.float64(88.88888888888889), np.float64(100.0), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,95.0,100.0,0.0,100.0,100.0,100.0,5,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,100.0,100.0,100.0,100.0,67.73200189166576,95.0,100.0,7.359307359307358,100.0,71.76470588235294,100.0,0.0,5,100.0,"[100, 100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,72.72727272727273,0.0,100.0,0.0,,72.72727272727273,0.0,100.0,100.0,100.0,0.0,,,,100.0,,,,,,,,,,,,100.0,100.0,0.0,100.0,,,,100.0,,371.0,371.0,2.0,2.0,88.0,88.0,8.0,8.0,2.0,2.0,0.0,0.0
TZA_010296,MBEYA (TERTIARY),Mbeya Region,Mbeya District,TERTIARY,OTHER (SPECIFY),Zonal hospital,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,2580,100,100,100,0,0,86.38888888888889,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,100.0,100.0,72.77777777777777,"[np.float64(52.77777777777778), np.float64(88.88888888888889), np.float64(77.77777777777777), np.float64(72.22222222222223), np.float64(72.22222222222223)]","[100, 100, 100, 100, 75, 0, 0, 0, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 50, 100, 50, 100, 100, 100, 0, 100, 100, 50, 100, 100, 100, 100, 0, 0, 100, 100, 100, 100, 50, 100, 100, 0, 0]",100.0,100.0,80.0,100.0,75.0,80.0,80.0,40.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,,,,,,68.75,4,"[np.float64(75.0), np.float64(75.0), np.float64(50.0), np.float64(75.0)]",0.0,100.0,100.0,75.0,100.0,52.6875,,32.0,3.75,,,100.0,75.0,4,75.0,"[100, 100, 0, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.29629629629629,100.0,0.0,0.0,96.29629629629629,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,,,502.0,999.0,241.0,94.0,93.0,55.0,65.0,50.0,100.0,50.0,999.0,999.0
TZA_000552,Bupigu,Songwe Region,Ileje District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,100,100,0,100,100,100,96.26767676767676,98.0909090909091,"[np.float64(100.0), np.float64(100.0), np.float64(90.0), np.float64(90.9090909090909), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",96.18181818181817,100.0,,94.44444444444444,"[np.float64(94.44444444444444), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[50, 100, 100, 100, 100, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,88.33333333333334,100.0,100.0,100.0,60.0,25.0,1,[np.float64(25.0)],0.0,0.0,100.0,100.0,0.0,75.83333333333334,88.33333333333334,,,40.0,75.0,,100.0,1,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
TZA_010243,MUSOMA,Mara Region,Musoma District,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,2372015,100,0,100,0,0,70.55555555555556,,[],,,,70.55555555555556,"[np.float64(83.33333333333333), np.float64(72.22222222222223), np.float64(58.333333333333336), np.float64(66.66666666666667), np.float64(72.22222222222223)]","[50, 75, 100, 75, 50, 100, 100, 100, 100, 100, 75, 50, 100, 25, 100, 100, 100, 0, 50, 50, 25, 75, 25, 100, 100, 100, 0, 100, 75, 25, 75, 25, 100, 100, 100, 0, 100, 75, 50, 75, 50, 100, 100, 100, 0]",80.0,70.0,50.0,80.0,35.0,100.0,100.0,100.0,20.0,100.0,"[nan, 100, 100, nan]",100.0,,100.0,100.0,,,,,,,,0,[],,,,,,52.262416354595125,,98.35164835164835,6.1731843575419,,,,,0,,[],16.666666666666668,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.37037037037037,100.0,0.0,0.0,70.37037037037037,,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,,2.4930747922437675,361.0,9.0,64.0,7.0,143.0,1.0,19.0,0.0,13.0,1.0,0.0,0.0
TZA_007403,RUGUNGA,Kigoma Region,Kibondo District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,6827,100,0,100,100,100,92.77777777777777,100.0,"[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",100.0,,,85.55555555555554,"[np.float64(80.55555555555556), np.float64(88.88888888888889), np.float64(83.33333333333333), np.float64(88.88888888888889), np.float64(86.11111111111111)]","[75, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 75, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0]",90.0,100.0,95.0,100.0,85.0,100.0,100.0,100.0,0.0,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,5.0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(25.0), np.float64(0.0)]",20.0,0.0,0.0,0.0,0.0,60.631205673758856,100.0,100.0,11.666666666666668,0.0,91.48936170212765,,,5,0.0,"[0, 0, 0, 0, 0]",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,18.181818181818183,0.0,100.0,0.0,,18.181818181818183,100.0,0.0,0.0,0.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,40.0,15.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0
TZA_010270,CHAMALENDI,Katavi Region,Mlele District,PRIMARY,CLINIC/DISPENSARY,,LOCAL GOVERNMENT,,RURAL,OUTPATIENT ONLY,PRIMARY,14188,100,100,100,100,100,54.05555555555556,45.333333333333336,"[np.float64(80.0), np.float64(80.0), np.float64(70.0), np.float64(70.0), np.float64(80.0), np.float64(50.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",76.0,10.0,50.0,62.777777777777786,"[np.float64(66.66666666666667), np.float64(63.888888888888886), np.float64(61.111111111111114), np.float64(61.111111111111114), np.float64(61.111111111111114)]","[100, 100, 100, 100, 100, 0, 0, 100, 0, 100, 100, 100, 100, 75, 0, 0, 100, 0, 100, 75, 100, 100, 75, 0, 0, 100, 0, 100, 100, 75, 100, 75, 0, 0, 100, 0, 75, 75, 50, 100, 50, 0, 0, 100, 100]",95.0,90.0,85.0,100.0,75.0,0.0,0.0,100.0,20.0,75.0,"[0, 100, 100, 100]",100.0,0.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,50.0,1,[np.float64(50.0)],100.0,0.0,100.0,100.0,0.0,60.944142362827485,66.66666666666667,75.0,1.6666666666666665,0.0,83.27566320645904,100.0,100.0,1,100.0,[100],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,36.36363636363637,0.0,100.0,0.0,,36.36363636363637,100.0,0.0,100.0,100.0,0.0,,,,100.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,50.0,12.0,6.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0
TZA_008873,BUSISI,Mwanza Region,Sengerema District,PRIMARY,HEALTH CENTRE,,LOCAL GOVERNMENT,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,4440,100,100,100,100,100,91.18055555555556,84.44444444444444,"[np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(90.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",90.0,80.0,,97.91666666666667,"[np.float64(93.75), np.float64(100.0), np.float64(100.0), np.float64(nan), np.float64(nan)]","[75, 100, 100, 100, 75, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, 100, 100, 100, 100, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",91.66666666666667,100.0,100.0,100.0,91.66666666666667,100.0,100.0,100.0,,100.0,"[100, 100, 100, 100]",100.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,,100.0,0.0,0.0,1,[np.float64(0.0)],0.0,0.0,0.0,0.0,0.0,69.44444444444444,66.66666666666667,100.0,25.0,25.0,100.0,,100.0,1,0.0,[0],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,50.0,0.0,100.0,51.851851851851855,100.0,0.0,0.0,51.851851851851855,,100.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,47.05882352941176,34.0,16.0,7.0,3.0,15.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0
