Q100,Q102,Q105,Q106,Q105_a,Q113,Q113_A,Q116,Q116_A,Q117,Q118,tHFA_A001,tHFA_A002,HIV,TB,Malaria,ANC,Immu,Quality_Score,HW_Competence_Score,HW_Check,ANC_score,ART_score,TB_score,Patient_Centeredness_Score,PC_Individuals,PC_attributes,PC_avg_Communication,PC_avg_Respect,PC_avg_Autonomy,PC_avg_Confidentiality,PC_avg_Social support,PC_avg_HW told,PC_avg_Danger signs,PC_avg_Rudeness,PC_avg_Challenges,iss_score,iss_check,fac_iss,fac_tech,fac_stats,fac_group_PS,fac_comms_data,HTM-ANC,hiv testing,ART access,iptp scores,TB screening,system_CHW_score,chw_count,chw_show,chw_iss,chw_contract,chw_contract_any,chw_paid,chw_tools,facility_composite,HTM_ANC,presence_score,caseload,ANC_dropout,DPT_score,TB_treatment_completion,ART_retention,CHW_count,CHW_paid_full,CHW_scores,CLM_score,comm_data_collectors,quarterly_feedback,comm_data_analysis,CLM_aware,CLM_promotion,client_feedback,guideline_score,guide_HIV_test,guide_ART,guide_TB,guide_malaria,guide_anc,guide_immu,guide_imci,flowmeter_avl,flowmeter_func,humidifier_avl,humidifier_func,oxy_available,oxy_deliverable,oxygen_avl,oxygen_avo,oxygen_delivery_avl,oxygen_delivery_func,oxygen_score,pulse_oximeter_avl,pulse_oximeter_func,test-capac,fac_has_lab,fac_test_no_lab,fac_no_test,score with lab,score without lab,Antibodies to HIV 1/2 (anti HIV Ab),Qualitative (EID) or quantitative (viral load) HIV nucleic acid test (NAT),CD4 cell enumeration,Antibodies to Treponema pallidum OR Combined antibodies to T. pallidum and HIV 1/2,Lipoarabinomannan (LAM) antigen,Mycobacterium tuberculosis bacteria,M. tuberculosis DNA,Drug susceptibility testing of M. tuberculosis culture,Plasmodium spp. antigens; species-specific (e.g. HRP2) and/or pan species-specific (e.g. pan-pLDH),Staining procedures,Culture OR Culture and Genus and species identification of bacteria and fungi,Antimicrobial susceptibility testing (AST),C-reactive protein (CRP),"Complete blood count (CBC), automated",Prothrombin time and international normalized ratio (PT/INR),Blood culture,Blood gas,Glucose,Liver profile/Liver Function test,Renal function test,SARS-CoV-2 test,Hepatitis B surface antigen (HBsAg),Influenza A and B antigen,Influenza A and B diagnostic,"Qualitative dengue virus nucleic acid test, Dengue virus IgM antibody or Dengue virus antigen (NS1)",Qualitative nucleic acid test (NAT) for Chlamydia trachomatis (CT) and Neisseria gonorrhoeae (NG) infections,Measles nucleic acid test or Measle serology,Vibrio cholerae antigen,vacancy_score,all_funded_posts,all_unfilled_posts,doctor_posts,doctor_vacancies,nurses_posts,nurses_vacancies,lab-tech_posts,lab-tech_vacancies,pharmacists_posts,pharmacists_vacancies,CHW_posts,CHW_vacancies
MDG_002730,CHRR Bongolava,Bongolava,Tsiroanomandidy,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,810214,100,100,100,100,0,81.72222222,94,"[np.float64(80.0), np.float64(80.0), np.float64(80.0), np.float64(90.0), np.float64(80.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",82,100,100,69.44444444,"[np.float64(66.66666666666667), np.float64(63.888888888888886), np.float64(66.66666666666667), np.float64(80.55555555555556), np.float64(nan)]","[50, 75, 50, 100, 25, 100, 100, 100, 0, 50, 50, 50, 100, 25, 100, 100, 100, 0, 50, 75, 50, 100, 25, 100, 100, 100, 0, 50, 100, 100, 100, 75, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",50,75,62.5,100,37.5,100,100,100,0,0,[],0,,,,,66.66666667,100,,100,0,,0,[],,,,,,54.33333333,66.66666667,100,5,0,,100,,0,,[],16.66666667,0,0,0,0,0,100,83.33333333,100,100,100,100,100,,0,0,0,100,100,100,100,0,100,100,100,50,100,100,37.03703704,100,0,0,37.03703704,,100,100,0,0,0,100,100,0,100,0,0,0,100,0,0,0,0,100,0,100,100,100,0,0,0,0,0,,55.55555556,18,10,11,3,23,4,1,1,3,0,0,0
MDG_003758,FSP_CMC Ambatofotsy Est,Bongolava,Tsiroanomandidy,PRIMARY,HEALTH CENTRE,,MISSION/FAITH-BASED,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,30000,100,0,100,100,100,68.42592593,60,"[np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(60.0), np.float64(60.0)]",60,,,76.85185185,"[np.float64(72.22222222222223), np.float64(77.77777777777777), np.float64(80.55555555555556), np.float64(nan), np.float64(nan)]","[50, 100, 25, 100, 75, 100, 100, 100, 0, 50, 100, 50, 100, 100, 100, 100, 100, 0, 50, 100, 75, 100, 100, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",50,100,50,100,91.66666667,100,100,100,0,0,[],0,,,,,33.33333333,0,,100,0,,0,[],,,,,,56.94607843,33.33333333,83.33333333,17,,94.11764706,,,0,,[],16.66666667,0,0,0,0,0,100,100,100,,,100,100,100,100,,,,,,,,,,,,,,11.11111111,100,0,0,11.11111111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,,50,6,3,1,1,5,2,0,0,0,0,0,0
MDG_001744,CSB2 Tsaratanana,Sofia,Mandritsara,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,8736,100,0,100,100,100,50,50,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",50,,,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,100,"[100, 100, 100, 100]",100,100,100,100,100,33.33333333,0,,100,0,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,68.68432671,33.33333333,100,23.33333333,100,86.75496689,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,60,0,,,100,0,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,40,5,2,1,1,2,0,0,0,1,1,20,0
MDG_002842,CHRD2 Nosy Varika,Vatovavy,Nosy Varika,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,0,55.27777778,30,"[np.float64(40.0), np.float64(50.0), np.float64(0.0)]",45,,0,80.55555556,"[np.float64(83.33333333333333), np.float64(77.77777777777777), np.float64(nan), np.float64(nan), np.float64(nan)]","[100, 100, 75, 100, 75, 100, 100, 100, 0, 100, 100, 100, 50, 50, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,87.5,75,62.5,100,100,100,0,100,"[100, 100, 100, nan]",100,100,100,100,,33.33333333,0,,100,0,,0,[],,,,,,28.33333333,33.33333333,100,8.333333333,0,,0,,0,,[],16.66666667,0,0,0,0,0,100,80,100,,100,100,100,,0,100,100,100,100,100,100,100,100,100,100,100,100,100,33.33333333,100,0,0,33.33333333,,100,0,0,100,0,100,100,100,100,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,,2.857142857,35,1,4,1,23,0,4,0,0,0,0,0
MDG_000863,CSB2 Talata Ampano,Haute Matsiatra,Vohibato,PRIMARY,HEALTH CENTRE,,MINISTRY OF HEALTH,,PERIURBAN,OUTPATIENT ONLY,PRIMARY,19845,100,0,100,100,100,74.9375,58,"[np.float64(50.0), np.float64(70.0), np.float64(50.0), np.float64(70.0), np.float64(50.0)]",58,,,91.875,"[np.float64(97.22222222222223), np.float64(87.5), np.float64(77.77777777777777), np.float64(100.0), np.float64(96.875)]","[100, 100, 100, 100, 75, 100, 100, 100, 100, 75, 100, 50, nan, 75, 100, 100, 100, 100, 50, 100, 100, 100, 50, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, nan, 75, 100, 100, 100, 100]",85,100,90,100,75,100,80,100,100,75,"[100, 100, 0, 100]",100,100,100,0,100,46.66666667,40,,100,0,35,5,"[np.float64(25.0), np.float64(50.0), np.float64(50.0), np.float64(25.0), np.float64(25.0)]",100,0,100,0,40,65.15485997,46.66666667,100,28.33333333,60,90.77429984,,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,40,0,,,0,0,100,100,,,,,,,,,,,,,,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,0,3,0,1,0,2,0,0,0,0,0,0,0
MDG_002750,CHRD2 Anosibe An'Ala,Alaotra Mangoro,Anosibe An'ala,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,SECONDARY,130021,100,100,100,100,0,71.72222222,54,"[np.float64(70.0), np.float64(60.0), np.float64(20.0), np.float64(70.0), np.float64(70.0), np.float64(100.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(0.0)]",58,,50,89.44444444,"[np.float64(86.11111111111111), np.float64(86.11111111111111), np.float64(97.22222222222223), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 0, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",100,100,100,100,85,100,100,100,20,0,[],0,,,,,46.66666667,80,,60,0,,0,[],,,,,,58.64285714,46.66666667,85.71428571,0.833333333,60,,100,,0,,[],16.66666667,0,0,0,0,0,100,80,100,,100,100,0,,100,100,100,0,0,100,0,0,100,100,100,50,100,100,25.92592593,100,0,0,25.92592593,,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,100,100,100,0,100,0,0,0,0,0,,0,17,0,3,0,7,0,2,0,3,0,0,0
MDG_002793,CHRD2 Brickaville,Atsinanana,Vohibinany (Brickaville),SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,PERIURBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,0,0,58.33333333,50,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,0,100,66.66666667,"[np.float64(66.66666666666667), np.float64(55.55555555555556), np.float64(66.66666666666667), np.float64(77.77777777777777), np.float64(nan)]","[100, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 0, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,100,0,0,75,100,100,25,66.66666667,"[100, 0, 100, nan]",100,100,0,100,,,,,,,,0,[],,,,,,27.49766573,,48.57142857,0.588235294,,,,33.33333333,0,,[],100,100,100,100,100,100,100,40,0,0,100,100,,,0,100,0,100,100,100,100,0,100,100,100,50,100,100,18.51851852,100,0,0,18.51851852,,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,0,0,,0,23,0,5,0,13,0,2,0,0,0,0,0
MDG_003031,HP_Clinique Médico chirurgicale LES FIDELES,Sava,Sambava,PRIMARY,DISTRICT HOSPITAL,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9,100,0,100,100,0,80.36868687,80.18181818,"[np.float64(70.0), np.float64(70.0), np.float64(80.0), np.float64(90.0), np.float64(90.9090909090909)]",80.18181818,,,80.55555556,"[np.float64(75.0), np.float64(80.55555555555556), np.float64(83.33333333333333), np.float64(80.55555555555556), np.float64(83.33333333333333)]","[25, 100, 50, 100, 100, 100, 100, 100, 0, 50, 100, 75, 100, 100, 100, 100, 100, 0, 75, 100, 100, 75, 100, 100, 100, 100, 0, 75, 100, 100, 50, 100, 100, 100, 100, 0, 75, 100, 75, 100, 100, 100, 100, 100, 0]",60,100,80,85,100,100,100,100,0,0,[],0,,,,,80,50,100,100,80,,0,[],,,,,,33.56060606,80,33.33333333,0.909090909,20,,,,0,,[],100,100,100,100,100,100,100,75,100,,,100,100,,0,100,100,0,0,100,100,0,100,0,0,50,100,100,25.92592593,100,0,0,25.92592593,,0,0,0,100,0,0,0,0,100,0,0,0,100,0,100,0,0,100,100,0,0,100,0,0,0,0,0,,,33,999,2,999,12,2,3,999,3,2,0,0
MDG_002819,CHRD2 Belo sur Tsiribihina,Menabe,Belo Sur Tsiribihina,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,155725,100,100,100,100,100,71.04166667,53.75,"[np.float64(50.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(50.0), np.float64(50.0), np.float64(0.0)]",66,,33.33333333,88.33333333,"[np.float64(86.11111111111111), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889), np.float64(88.88888888888889)]","[75, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 0]",95,100,100,100,100,100,100,100,0,75,"[100, 100, 100, 0]",100,100,100,100,0,33.33333333,0,,100,0,50,4,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",100,0,100,0,100,40.625,33.33333333,100,29.16666667,0,,,,4,0,"[0, 0, 0, 0]",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,0,100,100,100,50,100,100,22.22222222,100,0,0,22.22222222,,100,0,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,2,0,2,0,1,0,0,0,0,0
MDG_003704,FSP_EKAR Ursulline Brickaville,Atsinanana,Vohibinany (Brickaville),PRIMARY,CLINIC/DISPENSARY,,MINISTRY OF HEALTH,,RURAL,BOTH OUT AND INPATIENT,PRIMARY,25000,0,100,100,0,0,57.63888889,50,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",,,50,65.27777778,"[np.float64(66.66666666666667), np.float64(66.66666666666667), np.float64(63.888888888888886), np.float64(63.888888888888886), np.float64(nan)]","[100, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 100, 0, 0, 100, 100, 100, 0, 100, 100, 75, 0, 0, 100, 100, 100, 0, 100, 100, 75, 0, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100,100,87.5,0,0,100,100,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,63.125,,100,26.25,,,,,0,,[],83.33333333,100,100,100,100,100,0,33.33333333,,,100,0,,,0,,,,,,,,,,,,,,37.03703704,100,0,0,37.03703704,,0,0,0,0,0,100,0,0,100,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,,0,4,0,1,0,2,0,1,0,0,0,0,0
MDG_002833,CHRD1 Mandritsara,Sofia,Mandritsara,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,356547,100,100,100,0,0,50,50,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0)]",,50,50,,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,,,,,,,,50,"[0, 100, 100, 0]",100,0,100,100,0,,,,,,0,5,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,69.02777778,,100,7.083333333,,,100,,5,0,"[0, 0, 0, 0, 0]",100,100,100,100,100,100,100,80,100,100,0,100,,,100,0,0,0,0,100,0,0,100,100,0,50,100,100,11.11111111,100,0,0,11.11111111,,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,,0,20,0,5,0,11,0,1,0,1,0,0,0
MDG_002742,CHRR Analanjirofo,Analanjirofo,Fenoarivo Atsinanana,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,2563000,100,100,100,0,0,73.69047619,70,"[np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,50,90,77.38095238,"[np.float64(57.142857142857146), np.float64(nan), np.float64(95.83333333333333), np.float64(nan), np.float64(79.16666666666667)]","[75, 100, 50, nan, 75, 0, 100, nan, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 75, 100, nan, nan, 100, 100, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 75, 75, 50, nan, 75, 100, nan, 100, nan]",75,91.66666667,50,,83.33333333,66.66666667,100,100,0,50,"[100, nan, 0, nan]",100,100,,0,,,,,,,,0,[],,,,,,55.69875776,,82.14285714,0.652173913,,,100,40,0,,[],16.66666667,0,0,0,0,0,100,100,100,100,100,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.66666667,100,0,0,66.66666667,,100,0,0,100,100,100,0,100,100,100,100,0,100,100,100,0,0,100,100,100,100,100,0,0,100,100,0,,,999,999,15,10,11,11,1,1,1,1,999,999
MDG_002770,CHRD1 Soanierana Ivongo,Analanjirofo,Soanierana Ivongo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,TERTIARY,169370,100,100,100,100,0,61.66666667,63.33333333,"[np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(30.0), np.float64(60.0), np.float64(50.0), np.float64(50.0), np.float64(0.0), np.float64(50.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",60,40,90,60,"[np.float64(79.16666666666667), np.float64(nan), np.float64(30.0), np.float64(nan), np.float64(70.83333333333333)]","[50, 75, 75, nan, 75, 100, 100, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 25, 75, nan, nan, 50, nan, 0, nan, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 75, 75, nan, 75, 100, 100, 0, nan, nan]",50,75,75,75,75,100,33.33333333,,0,75,"[100, 100, 0, 100]",100,100,100,0,100,60,80,,100,0,0,2,"[np.float64(0.0), np.float64(0.0)]",0,0,0,0,0,64.16666667,60,100,50,0,,100,75,2,0,"[0, 0]",100,100,100,100,100,100,100,100,100,100,100,100,100,,100,0,0,0,0,100,100,0,100,100,100,50,100,100,18.51851852,100,0,0,18.51851852,,100,100,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,,,999,999,999,999,999,999,1,999,999,999,999,999
MDG_002798,CHRD1 Mitsinjo,Boeny,Mitsinjo,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,0,100,78.24074074,87.03703704,"[np.float64(66.66666666666667), np.float64(50.0), np.float64(66.66666666666667), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",,70.83333333,100,69.44444444,"[np.float64(66.66666666666667), np.float64(77.77777777777777), np.float64(nan), np.float64(75.0), np.float64(58.333333333333336)]","[100, 100, 75, 25, 100, 0, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 0, 100, 75, 100, 100, 100, 0, 100, 25, 0, 100, 0, 100, 100, 100, 0]",100,81.25,43.75,81.25,43.75,75,100,100,0,33.33333333,"[100, 0, 0, nan]",100,100,0,0,,,,,,,,0,[],,,,,,20,,40,0,,,,,0,,[],0,0,0,0,0,0,0,100,100,100,100,100,,100,,0,0,100,100,100,0,0,0,100,100,0,0,0,18.51851852,100,0,0,18.51851852,,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,,16.66666667,6,1,2,1,1,0,0,0,1,0,0,0
MDG_002924,CHRD2 Namakia,Boeny,Mitsinjo,SECONDARY,REGIONAL/PROVINCIAL REFERRAL HOSPITAL,,MINISTRY OF HEALTH,,RURAL,OUTPATIENT ONLY,SECONDARY,9,100,100,100,100,100,64.38888889,76,"[np.float64(90.0), np.float64(30.0), np.float64(40.0), np.float64(50.0), np.float64(50.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",52,,100,52.77777778,"[np.float64(36.111111111111114), np.float64(nan), np.float64(52.77777777777778), np.float64(nan), np.float64(69.44444444444444)]","[100, 0, 25, 50, 50, 0, 0, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 75, 0, 100, 0, 0, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 25, 100, 0, 100, 100, 100, 0]",100,58.33333333,16.66666667,83.33333333,16.66666667,33.33333333,66.66666667,100,0,0,[],0,,,,,40,20,,80,20,,0,[],,,,,,63.33333333,40,,,50,,100,,0,,[],66.66666667,100,0,100,100,100,0,100,100,,100,100,100,100,100,,,,,,,,,,,,,,22.22222222,100,0,0,22.22222222,,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,100,0,0,0,0,0,,,999,999,999,999,999,999,999,999,999,999,999,999
MDG_002797,CHRD2 Marovoay,Boeny,Marovoay,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,0,100,100,100,67.01388889,92.36111111,"[np.float64(88.88888888888889), np.float64(70.0), np.float64(90.0), np.float64(90.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",84.72222222,100,,41.66666667,"[np.float64(30.555555555555557), np.float64(50.0), np.float64(44.44444444444444), np.float64(nan), np.float64(nan)]","[100, 75, 0, 0, 0, 0, 0, 100, 0, 75, 75, 0, 100, 0, 100, 0, 100, 0, 75, 75, 0, 50, 0, 0, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",83.33333333,75,0,50,0,33.33333333,33.33333333,100,0,100,"[100, 100, 100, nan]",100,100,100,100,,66.66666667,33.33333333,,50,100,,0,[],,,,,,62.90686275,66.66666667,94.11764706,3.75,50,,,100,0,,[],16.66666667,0,0,0,0,0,100,100,100,100,,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,40.74074074,100,0,0,40.74074074,,100,0,0,100,0,0,0,0,0,100,100,0,100,100,100,0,0,100,100,100,0,100,0,0,0,0,0,,0,66,0,6,0,34,0,2,0,4,0,0,0
MDG_002796,CHRD2 Ambatoboeny,Boeny,Ambatoboeny,SECONDARY,DISTRICT HOSPITAL,,MINISTRY OF HEALTH,,URBAN,BOTH OUT AND INPATIENT,SECONDARY,9,100,100,100,100,100,68.77777778,82,"[np.float64(80.0), np.float64(70.0), np.float64(80.0), np.float64(60.0), np.float64(40.0), np.float64(0.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0)]",66,80,100,55.55555556,"[np.float64(55.55555555555556), np.float64(44.44444444444444), np.float64(66.66666666666667), np.float64(nan), np.float64(nan)]","[100, 0, 0, 100, 0, 100, 100, 100, 0, 50, 100, 0, 50, 0, 0, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",83.33333333,66.66666667,0,83.33333333,0,66.66666667,100,100,0,0,[],0,,,,,53.33333333,60,,100,0,,0,[],,,,,,44.15204678,53.33333333,100,1.578947368,0,,60,50,0,,[],0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22.22222222,100,0,0,22.22222222,,0,100,0,100,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,,8.695652174,23,2,6,1,10,0,2,0,1,0,0,0
MDG_003731,FSP_Marie Stops Madagascar,Boeny,Mahajanga I,PRIMARY,HEALTH CENTRE,,PRIVATE-FOR-PROFIT,,URBAN,OUTPATIENT ONLY,PRIMARY,9,0,0,0,100,100,77.10416667,74,"[np.float64(80.0), np.float64(60.0), np.float64(70.0), np.float64(80.0), np.float64(80.0)]",74,,,80.20833333,"[np.float64(nan), np.float64(66.66666666666667), np.float64(66.66666666666667), np.float64(100.0), np.float64(87.5)]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 0, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 100, nan, nan, 100, nan, 100, 100, 100, 100, 0, 100, 100, 100, nan]",100,100,50,100,25,100,100,100,0,100,"[nan, 100, 100, nan]",100,,100,100,,53.33333333,80,,80,0,,0,[],,,,,,72.91666667,53.33333333,100,11.25,100,100,,,0,,[],0,0,0,0,0,0,0,100,,,,,100,100,,100,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,100,,0,0,0,0,0,0,,,,0,,,,,,,,,,,,0,0,0,0,,,,0,,9,9,1,0,2,0,0,0,1,0,0,0
MDG_003004,HP_Centre Médico-Chirurgical Tsaramandroso Ambony,Boeny,Mahajanga I,PRIMARY,CLINIC/DISPENSARY,,PRIVATE-FOR-PROFIT,,URBAN,BOTH OUT AND INPATIENT,PRIMARY,9,100,0,100,0,0,74.30555556,,[],,,,74.30555556,"[np.float64(77.77777777777777), np.float64(77.77777777777777), np.float64(66.66666666666667), np.float64(nan), np.float64(75.0)]","[100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 100, 100, 0, 100, 100, 100, 100, 0, 100, 0, 100, 0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 100, 100, 100, 100, 75, 0, 100, 100, 0]",100,100,100,100,18.75,75,75,100,0,0,[],0,,,,,,,,,,,0,[],,,,,,56.94444444,,100,13.88888889,,,,,0,,[],0,0,0,0,0,0,0,66.66666667,0,,,100,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40.74074074,100,0,0,40.74074074,,0,100,0,100,0,0,0,0,100,100,100,0,100,100,100,0,0,100,0,100,0,100,0,0,0,0,0,,0,10,0,2,0,4,0,3,0,0,0,0,0
