SubmissionDate,SubmissionDate
tHFAG002_2,tHFAG002 Did the client begin ART at least 12 months ago?
tHFAG005_2,"tHFAG005 If yes, has the patient been on ART at two time points at least 12 months apart?"
RR_ART_Begin_3,"ENUMERATOR, DO YOU HAVE ART CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13400_Client_ID_3,Client ID from the record register.
Q13400_Client_Name_3,Client Name from the record register.
Q13408_01_3,Q13408_01 Is there documentation that the client was assessed for cough at the most recent visit?
Q13408_02_3,Q13408_02 Is there a measured temperature or a comment on history of fever status documented at the most recent visit?
Q13408_03_3,Q13408_03 Is there a measured weight or a comment on status of weight loss documented for the client at the most recent visit?
tHFAG003_3,tHFAG003 Is there documentation that the client was assessed for night sweats at the most recent visit?
tHFAG004_3,"tHFAG004 Is there documentation that the client was screened for TB at the most recent visit, but the documentation did not list the four TB symptoms (cough, fever, night sweats, weight loss)? For example, was the documentation something like: ""TB screening completed"" or ""TB screening negative""?"
Q13408_08_3,Q13408_08 What was the client’s TB status at the most recent time this was documented?
Q13408_09_3,Q13408_09 Is there documentation that the client is currently enrolled in TB treatment?
tHFAG001_3,tHFAG001 Was the client’s blood pressure recorded at the most recent visit?
tHFAG002_3,tHFAG002 Did the client begin ART at least 12 months ago?
tHFAG005_3,"tHFAG005 If yes, has the patient been on ART at two time points at least 12 months apart?"
RR_ART_Begin_4,"ENUMERATOR, DO YOU HAVE ART CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13400_Client_ID_4,Client ID from the record register.
Q13400_Client_Name_4,Client Name from the record register.
Q13408_01_4,Q13408_01 Is there documentation that the client was assessed for cough at the most recent visit?
Q13408_02_4,Q13408_02 Is there a measured temperature or a comment on history of fever status documented at the most recent visit?
Q13408_03_4,Q13408_03 Is there a measured weight or a comment on status of weight loss documented for the client at the most recent visit?
tHFAG003_4,tHFAG003 Is there documentation that the client was assessed for night sweats at the most recent visit?
tHFAG004_4,"tHFAG004 Is there documentation that the client was screened for TB at the most recent visit, but the documentation did not list the four TB symptoms (cough, fever, night sweats, weight loss)? For example, was the documentation something like: ""TB screening completed"" or ""TB screening negative""?"
Q13408_08_4,Q13408_08 What was the client’s TB status at the most recent time this was documented?
Q13408_09_4,Q13408_09 Is there documentation that the client is currently enrolled in TB treatment?
tHFAG001_4,tHFAG001 Was the client’s blood pressure recorded at the most recent visit?
tHFAG002_4,tHFAG002 Did the client begin ART at least 12 months ago?
tHFAG005_4,"tHFAG005 If yes, has the patient been on ART at two time points at least 12 months apart?"
RR_ART_Begin_5,"ENUMERATOR, DO YOU HAVE ART CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13400_Client_ID_5,Client ID from the record register.
Q13400_Client_Name_5,Client Name from the record register.
Q13408_01_5,Q13408_01 Is there documentation that the client was assessed for cough at the most recent visit?
Q13408_02_5,Q13408_02 Is there a measured temperature or a comment on history of fever status documented at the most recent visit?
Q13408_03_5,Q13408_03 Is there a measured weight or a comment on status of weight loss documented for the client at the most recent visit?
tHFAG003_5,tHFAG003 Is there documentation that the client was assessed for night sweats at the most recent visit?
tHFAG004_5,"tHFAG004 Is there documentation that the client was screened for TB at the most recent visit, but the documentation did not list the four TB symptoms (cough, fever, night sweats, weight loss)? For example, was the documentation something like: ""TB screening completed"" or ""TB screening negative""?"
Q13408_08_5,Q13408_08 What was the client’s TB status at the most recent time this was documented?
Q13408_09_5,Q13408_09 Is there documentation that the client is currently enrolled in TB treatment?
tHFAG001_5,tHFAG001 Was the client’s blood pressure recorded at the most recent visit?
tHFAG002_5,tHFAG002 Did the client begin ART at least 12 months ago?
tHFAG005_5,"tHFAG005 If yes, has the patient been on ART at two time points at least 12 months apart?"
Q13411,Q13411 ANY ISSUES OR EXPLANATIONS TO DOCUMENT RELATED TO THE RECORD REVIEW
Q13411A,Q13411A IF YES PLEASE SPECIFY
Q13500,Q13500 Does this facility offer any tuberculosis client care services?
Q13502_01,Q13502_01 NUMBER OF DIFFERENT MONTHS FROM WHICH THE SAMPLE WAS SELECTED
Q13502_02,Q13502_02 NUMBER OF ELIGIBLE CLIENTS IDENTIFIED
Q13502_02A,Q13502_02A NUMBER OF ELIGIBLE CLIENTS SAMPLED
Q13502_03,Q13502_03 NUMBER OF ORIGINALLY SELECTED SAMPLE CLIENTS REPLACED DUE TO MISSING INDIVIDUAL CLIENT RECORDS
Q13502_04,"Q13502_04 SOURCE DATA FOR SAMPLE SELECTION: IF MORE THAN ONE SOURCE IS USED TO IDENTIFY THE SAMPLE, CIRCLE (ENTER RESPONSES FOR) ALL THAT APPLY"
Q13502_04_TB_CASE_REGISTER,Q13502_04_TB_CASE_REGISTER
Q13502_04_INDIVIDUAL_TB_CLIENT_CARDS_CHARTS_RECORDS,Q13502_04_INDIVIDUAL_TB_CLIENT_CARDS_CHARTS_RECORDS
Q13502_04_LABORATORY_REGISTER,Q13502_04_LABORATORY_REGISTER
Q13502_04_OTHER_SPECIFY_,Q13502_04_OTHER_SPECIFY_
Q13502_04A,Q13502_04A PLEASE SPECIFY OTHER
RECORD_REVIEW_TB_count,RECORD_REVIEW_TB_count
RR_TB_Begin_1,"ENUMERATOR, DO YOU HAVE TB CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13500_Client_ID_1,Client ID from the record register.
Q13500_Client_Name_1,Client Name from the record register.
Q13506_04_1,Q13506_04 Was the client successfully treated (either documented as cured or completed treatment at the end of the treatment period)?
Q13507_01_1,Q13507_01 Was an HIV test result documented for the client?
Q13510_01_1,Q13510_01 Is a clinical assessment of changes in symptoms documented every clinical visit?
RR_TB_Begin_2,"ENUMERATOR, DO YOU HAVE TB CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13500_Client_ID_2,Client ID from the record register.
Q13500_Client_Name_2,Client Name from the record register.
Q13506_04_2,Q13506_04 Was the client successfully treated (either documented as cured or completed treatment at the end of the treatment period)?
Q13507_01_2,Q13507_01 Was an HIV test result documented for the client?
Q13510_01_2,Q13510_01 Is a clinical assessment of changes in symptoms documented every clinical visit?
RR_TB_Begin_3,"ENUMERATOR, DO YOU HAVE TB CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13500_Client_ID_3,Client ID from the record register.
Q13500_Client_Name_3,Client Name from the record register.
Q13506_04_3,Q13506_04 Was the client successfully treated (either documented as cured or completed treatment at the end of the treatment period)?
Q13507_01_3,Q13507_01 Was an HIV test result documented for the client?
Q13510_01_3,Q13510_01 Is a clinical assessment of changes in symptoms documented every clinical visit?
RR_TB_Begin_4,"ENUMERATOR, DO YOU HAVE TB CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13500_Client_ID_4,Client ID from the record register.
Q13500_Client_Name_4,Client Name from the record register.
Q13506_04_4,Q13506_04 Was the client successfully treated (either documented as cured or completed treatment at the end of the treatment period)?
Q13507_01_4,Q13507_01 Was an HIV test result documented for the client?
Q13510_01_4,Q13510_01 Is a clinical assessment of changes in symptoms documented every clinical visit?
RR_TB_Begin_5,"ENUMERATOR, DO YOU HAVE TB CLIENT RECORDS WITH YOU FOR THE RECORD REVIEW? "
Q13500_Client_ID_5,Client ID from the record register.
Q13500_Client_Name_5,Client Name from the record register.
Q13506_04_5,Q13506_04 Was the client successfully treated (either documented as cured or completed treatment at the end of the treatment period)?
Q13507_01_5,Q13507_01 Was an HIV test result documented for the client?
Q13510_01_5,Q13510_01 Is a clinical assessment of changes in symptoms documented every clinical visit?
Q13513,Q13513 ANY ISSUES OR EXPLANATIONS TO DOCUMENT RELATED TO THE RECORD REVIEW
Q13513A,Q13513A IF YES PLEASE SPECIFY
CS_Q1,Question 1
CS_R1,Response for ${CS_Q1}
CS_Q2,Question 2
CS_R2,Response for ${CS_Q2}
CS_Q3,Question 3
CS_R3,Response for ${CS_Q3}
CS_Q4,Question 4
CS_R4,Response for ${CS_Q4}
CS_Q5,Question 5
CS_R5,Response for ${CS_Q5}
CS_Q6,Question 6
CS_R6,Response for ${CS_Q6}
CS_Q7,Question 7
CS_R7,Response for ${CS_Q7}
CS_Q8,Question 8
CS_R8,Response for ${CS_Q8}
CS_Q9,Question 9
CS_R9,Response for ${CS_Q9}
CS_Q10,Question 10
CS_R10,Response for ${CS_Q10}
Q107_1,Q107_1 Which visit is this to this facility?
Q107_2,Q107_2 Date for first Visit
Q107_3,Q107_3 RESULT CODE for first Visit
Q107_4,Q107_4 Date for second Visit
Q107_5,Q107_5 RESULT CODE for second Visit
Q107_6,Q107_6 Date for third Visit
Q107_7,Q107_7 RESULT CODE for third Visit
instanceID,instanceID
formdef_version,formdef_version
KEY,KEY
review_quality,review_quality
review_comments,review_comments
review_corrections,review_corrections
